Molarity,Wavelength,Max_Absorbance
7.5e-05,315.0,0.009751291754470155
7.5e-05,329.0,0.14089922298250546
7.5e-05,359.0,0.16721341217903413
7.5e-05,376.0,0.16493484083065826
